0,review
낙천탕,물 좋다는 후기 보고 갔는데 물 진짜×100 좋아요피부가 뽀독뽀독 깐달걀이 돼요악건성에 아토피 피부인데도 자극 없이 잘 이용했어요 재방문의사 100% ㅎ.ㅎ
낙천탕,물 좋아요 ㅋㅋㅋ양치질 하면서 마시보기도 했음
낙천탕,늘 언제나 이용하는곳이에요! 항상 감사합니다.
낙천탕,"두시간 걸려 왔는데 그 정도 걸려 올 만한 곳은 아닌 것 같아요. 온탕 열탕 냉탕 세 개 있는데 온탕도 너무 뜨거워서 들어가기 힘들고, 물이 뿜어져 나오지 않아 물이 순환되는 구조가 아니예요. 물도 좋은 것도 잘 모르겠고요. 탕도 조그맣고 때 미는 공간도 좁은데 사람만 바글바글해서 도떼기 시장 같아요. 재방문 의사 없습니다."
능암온천,가족탕 미끄럽고 어둡고 춥고날카로워서 다칠 위험 높음.딸아이가 넘어져서 눈두덩이가 찢어졌는데인근에 병원이 없어서 분당 차병원까지 감.중요한건 여기 보험이 없어서 고객들 다쳐도책임없다 나몰라함.
능암온천,만족함
능암온천,밑에 지들이 다쳐놓고 온천한테 머라합니까 교육 못받은사람이 가정교육하고있으니 부모따라 딱 그짝으로 크겠네..
능암온천,가족탕을 이용했는데 프라이빗하게 이용할 수 있는 장점은 확실하게 있지만 바닥도 미끌하고 그리고 생각보디 탕도 노후화 되어있어서 그냥 그랬음. 전반적으로 좀 노화된 분위기의 온천. 드라이기도 돈내고 써야하고... 하지만 응대 등은 아래와 달리 친절하셨음. 하지만 요즘 사우나 들이 깔끔하고 시설 좋은데들이 넘 많아서 추천하지는 않습니다.
능암온천,온천물에 탄산이 가득해서 몸이 좋아지는 기분입니다.
능암온천,피로를 풀기엔 너무 좋았어요
능암온천,탄산온천 맞는데 딱 거기까지 입니다그저그런 오래된 시골 목욕탕 수준입니다서울서 일부러 시간내서 갈곳은 아니라눈 생각입니다욕탕내부가 춥고 사우나도 55도 정도로 실망스럽습니다찜질방도 없어요
능암온천,여행 마무리하고 돌아오는길에 들렸는데 피로가 쫙 풀리네요. 다음날 피부가 맨들맨들한게 피부에 좋은것 같아요
능암온천,노후화된 탈의실 바닥빼면 완벽하네요. 온천에서 땀빼고 옆에 식당에서 국밥 하나 말아먹고 가면 👍
능암온천,"카운터 직원 본인이 잘못 알아들어놓고 다 고객 책임으로 떠넘겨버리네요. 그래놓고 그거에 항의하니까 요구사항 해결되어 문제없으니 됐지 않냐는 식으로 저를 진상 취급하며 위압적인 어투로 그냥 가랍니다. 마치 건들면 한대 칠 수도 있다는 수준의 위협을 느꼈구요. 그래서 저는 목욕도 못하고 환불해달라는 말도 할 엄두도 못내고 나왔습니다. 목욕값 10,000원에 미련 없습니다. 수원살면서 그래도 탄산온천이 좋고 시설도 괜찮아 차몰고도 오고 부발역에서 KTX갈아타면서도 오면서 월 1회 이상 꾸준히 왔었는데, 앞으로 여기 올일 없을것 같습니다."
능암온천,탄산천은 맞음. 그런데 가족탕 상태나 관리는 별로임. 탕에 물을 받으니 때가 뜸.
능암온천,"시설이 넓직넓직한게 좋습니다, 다른 일반적인 사우나에 비해 온도가 좀 낮은 편이라 사우나 뜨거워서 못 들어가시는 분들한텐 아주 좋아요, 특이한 탄산탕도 있고 탕온도가 전체적으로 적당합니다다만 목욕탕 전체적인 공기 온도가 살짝 낮고, 시설이 약간 노후화되어 있긴합니다. 가격은 성인 1만원."
능암온천,항상 만족하며 다니고 있습니다. 여름에 특히 좋아요. 사우나에 모래시계가 좀 제대로 된게 있음 좋겠어요..ㅎㅎ
능암온천,"좋아요, 아주 좋아요, 강추!감사합니다."
능암온천,탄산이 보글보글하니 피부가 좋아지는 느낌입니다~
능암온천,"앞에 분도 카운터에서 잘못된 걸 손님에게 떠넘겼다는 리뷰가 있는데, 저희도 가족탕 중복예약으로 모든 일정이 꼬였네요... 인터넷으로 예매해도 확답이 없어 전화통화를 했는데 여직원 분과 통화로 예약했음에도 불구하고, 예약이 이미 중복으로 되어있었습니다.대응하시는 남직원 반응은, 1. 인터넷은 확인 잘 안 한다. 확인 연락 안 주면 예약 안 된 거다. 인터넷에도 그렇게 적어놓았다(그래서 제가 전화로 더블체킹 예약한 것이겠죠) 2. 정말 우리 쪽과 통화한 것 맞냐(전화번호와 함께 전화한 시간을 보여드렸습니다.) 자기네는 어떻게 된 것인지 모르겠다 모로쇠였는데, 숙소도 온천 때문에 근처로 잡았는데 시간낭비 돈낭비 여행 기분을 다 망쳤어요... 대응이 너무 아쉽습니다. 요즘에도 이렇게 영업하는 데가 있다니 외국인들이 본다면 국가망신이고, 타지인이 오면 지역망신일 것 같네요."
능암온천,탄산온천으로는 끝내 줌. 청소상태는 불량.
대미산 악어봉,풍경 짱예쁨 보이는 그대로 악어악어함근데 오르막 꽤나 가파른구간 있고 힘듦 0.9km밖에 안되긴 하니 화이팅입니다
대미산 악어봉,"너무 예뻐요! 사진만 보고 왔는데 생각보다 등산하는 기분으로 올라가야하네요~ 초입에 계단을 해놨는데 계단 가기 전에 잠깐 길이 가파르고 미끄러워요조심해야합니다 !하지만 악어봉 정상은 너무너무 좋았어요! 주차,화장실은 게으른악어 카페에서 다 해결하시면 되겠네요! 주차 후 길 건널 때 조심해야 합니다."
대미산 악어봉,등산로를 관리해주며 정식 개방하면 좋은 경관인데 금지하는 이유는 궁금하네요. 주차는 게으른 악어 주차장에..
대미산 악어봉,Short challenging hike with great view
대미산 악어봉,그냥. 상쾌한 곳! 자꾸 가보고 싶은 곳!넘 좋습니다!
대미산 악어봉,충주 오시면 꼭 가봐야할곳 1순위. 다만 가는 길이 편하진 않음.
대미산 악어봉,등산로가 없어서 미끄럽고 뒤지게 힘듬. 중간에서 포기
대미산 악어봉,5.19일 ~게으른악어 휴게소에 주차후 길건너서...아직 비탐 10월부터 오픈 계단도 새로이...
대미산 악어봉,악악악
대미산 악어봉,"경치가 너무나 훌륭한 곳이지만 2023.10월 현재 탐방로 공사가 끝나지 않아 공식적으론 출입불가지역(But 많은 사람들이 무시하고 그냥 올라감... 😅)3~40분정도를 쉬지 않고 올라가야 할 정도로 힘든 곳이지만 정상에서 보는 뷰가 모든 걸 잊게해 줌.마치 악어가 물위에 떠 있는 형상도 재밌지만 충주호와 월악산 주변 풍광이 어우러져 추천할 만한 곳.다만.. 데크계단이 없는 곳은 비좁고 땅이 매우 험해서 힘들기도 하고, 특히 하산시 좀 위험함..등산화, 스틱은 필수고 아이들은 가급적 데려가지 않는 것이 좋음.. 주차는 카페 게으른 악어에서 무료로 가능."
대미산 악어봉,2024.8.18 출입금지네요.
대미산 악어봉,음 .. 좋으네요 ~
대미산 악어봉,게으른악어(카페) 주변에 주차하고 30분정도 오르면 멋진 인생샷을 찍을수 있는 장소가 나와요여기가 우리나라가 맞아? 할정도 경치가 좋아요여러분도 도전!!!
대미산 악어봉,9월 11일부로 등산로 개방됐습니다. 근처 카페 게으른악어 앞에 무료 주차할 수 있어요. 정상까지 약 1km지만 경사가 심해서 좀 힘듭니다.
목계나루터,화장실은 없습니다 !
목계나루터,유채를 보려했으나 축제는 끝나고...ㅠ비는 오고
문성자연휴양림,"야간에 오토캠핑장에서 고성방가 술판이 벌어져 잠을 못자네요. 문성자연휴양림 관련 모든 전화번호는 다 연결도 안되고.. 야간에 긴급상황이라도 생기면 어떻하라는건지, 아무 대책이 없어보이네요."
문성자연휴양림,충주IC와 가까워서 교통이 편리합니다(자가용).산이 세개로 둘러 쌓여있어서 편안한 느낌입니다.오토캠핑장&야영장&짚라인4라인 을 두루 갖춰서 가족 휴양넘으로 적합합니다.
문성자연휴양림,"물놀이장이 있어 여름에 아주 좋습니다…물도 깨끗하게 잘 관리되고 있네요…10:00~17:00참 욕실에 비누,샴푸,바디워시 없어요..준비해 오셔요"
봉황자연휴양림,관리가 너무 안되는 휴양림이네요.실내에 벌레 죽은것들이 있고 냉장고는 칸분리대가 하나도 없네요 ㅎ
비내섬,여기가 우리 나라냐
비내섬,사진촬영하기 좋은 장소네요.사랑의불시착 외 여러 영화와 드라마 촬영장소 입니다.
비내섬,폐쇄조치하였음
비내섬,"비내섬 근처 서유숙, 로라의 정원  추천합니당~"
비내섬,넘 넓음. 다 걷는데 2시간 걸릴듯반도 못 걸음... 억새 중간엔 갈대도 잇음자갈밭도 잇어서 운동화 추천진흙도 잇음 조심. 무료주차 무료입장 무료운동장화장실은 입구에 하나 섬안에1개 잇으나음..... 급한거 아니면 최대한 참으시길푸세식은 아님.
비내섬,걷기에 좋았음
비내섬,자전거 휴게지점
비내섬,벌레가 오짐
비내섬,다 좋은데 돌맹이길이라 편한 운동화신어야하고 물가라 그런가 벌레가 준내많음 사진으로도 벌레가 보임 특히 모기
비내섬,강 중간 퇴적지에 있는 지형이라 전체적으로 평탄해서 억새가 잘 보이지 않습니다. 더욱이 홍수 때 쓸려 내려온 쓰레기가 나무가지에 걸려 있어 볼썽사납습니다.
비내섬,???: 비내섬을 이비자섬으로
비내섬,비어내는
비내섬,가볍게 트레킹 좋와요
비내섬 인증센터,"s on the entrance for the binae island and also just next to the bicycle road.I was passing by, yet it would be nice if staying one overnight there."", "
비내섬 인증센터,비내쉼터지친 라이더에게 꿀맛 같은라면~!
비내섬 인증센터,", "
비내섬 인증센터,", "
비내섬 인증센터,]
비내섬 인증센터,"능내역인증센타 출발 비내섬도착, 주행거리  97km  주행첫날밤은 비내섬인근 이든호텔앤스파에서 묵었다"
비내섬 인증센터,여주역에서 라이딩해서 다녀왔습니다.
비내섬 인증센터,", "
비내섬 인증센터,", "
비내섬 인증센터,", "
비내섬 인증센터,", "
비내섬 인증센터,국토종주중
비내섬 인증센터,", "
비내섬 인증센터,무인인증센터
비내섬 인증센터,비내섬인증센터 옆 까페 에서따뜻한 아메리카노  한잔비내섬은  아직 통제  중까페 사장님 매우  친절
삼탄유원지,좋기만 하구만
삼탄유원지,조용한데 풍경도 좋다관리인이 있지만 통제는 없다화장실이 깨끗한데 휴지도 있다동네슈퍼 민박 식당이 가깝다대형마트에서 캠핑용품 사지말고몇백원 비싸더라도 지역 상점도 이용해줍시다가끔 기차도 지나갑니다노지캠핑장으로는 이보다 좋을 수 없다별 6개 주고 싶다
삼탄유원지,가을경치가 아주 멋짐.가끔 기차소리 외에는 가을캠핑지로 나무랄것 없음.
삼탄유원지,텐트자리 무료라  죻아요. 짐옮기는 수고가 필요~
삼탄유원지,충북 내륙의 오지 삼탄 물맑고 산깊은 심산유곡 하룻밤 머물면 힐링될것 같은 여행지.자전거로 힘든 여정이었지만 오랜 여운이 남을것같습니다
삼탄유원지,기차 소음이 유일한 단점
삼탄유원지,차박 캠핑장
삼탄유원지,"22.03.23 캠핑장 대형견가능, 화장실잠김, 사람적당함"
삼탄유원지,유원지 생기기전 옛날에 다슬기 물고기 잡던 추억의 개울가
수룡폭포,보련산  가면서 들머리를 수룡폭포로 했는데요. 주차장 무료에 넓고 마침 비온 뒤여서 더 그런지 폭포도 너무 멋지더군요. 등산로 안내표지판도 세우고 등산로도 좀 정비해주면 많은 사람들이 찾을듯 한데 너무 아쉽더군요. 하산후 온천가서 목욕후 상쾌하게 귀가했습니다. 지자체가 좀 더 신경써서 관리하면 좋을것 같습니다.
수룡폭포,수룡폭포 자리세 받아 먹네요 관리한다고 어디서 양아치갔은놈 델다두고  박아지요금에 자리세 까지  여러분 가지마세요이젠 고기도 못구워 먹고 캠핑 야영 취사 못하게 합니다 양아치.갔은놈이 시비걸어요 져는 공용전기를 몰래 쓰면서
수안보상록호텔 온천사우나,충주호에 갔다가 온천할겸 묵었는데 오래되었지만 관리 넘잘되있어 좋았어요탁구장  피트니스 코인노래방까지  있어요온천은 최고입니다
수안보상록호텔 온천사우나,깔끔하고 물이 좋아요
수안보상록호텔 온천사우나,가성비 좋아요
수안보상록호텔 온천사우나,아니 찬물에서락스 냄새이거 실화 ... 여요12000원시설 오래 관리 별로.뭐가 좋다는 거죠
수안보상록호텔 온천사우나,수도물과는 다른 입욕 후 깨운한 느낌이 너무 좋음.
수안보온천 인증센터,무인인증센터
수안보온천 인증센터,국토종주하면서 다들 안들리신분들 없으시죠?
수안보온천 인증센터,국토종주시 새재자전거길에 있는 자전거무인인증센터로 주변에 식당과 숙소가  있습니다.새재자전거길의 최대업힐 코스인 이화령을넘기 위해선 필히 체력보충을 하고 떠나야됩니다.무인인증센터 .주변에 수안보 온천이 있으니 시간되시면온천욕도 추천함
수안보온천 인증센터,인증센터가시면 근처 족욕탕도 꼭가세요 좋아요 ㅎㅎ
수안보온천 인증센터,무료 족욕하고 이화령으로 가시기를 추천합니다.주변식당 다수
수안보온천 인증센터,길이 그다지 좋지않네요
수안보온천 인증센터,자전거 네비  최고.
수안보온천 인증센터,"온천에 있어 주변환경,보급처 등이 좋으나행촌교차로쪽으로 가는경우  시작부터 바로 깔닥고개 오르막이 나와서 약간 부담스러움"
수안보온천랜드,굿
수안보온천랜드,Wifi 속도 느림찜질방 관리 안함.여름이라서?
수안보온천랜드,ㅋㅋ 동네 삼류 찜질방 갔으면 갔지. 칵 퉤
수안보온천랜드,찜질방 없어짐... 헛걸음
수안보온천랜드,"탕이 딱 차가운 거, 뜨거운 거, 중간이 있어 좋고, 온수가 안 나와서 시원하게 목욕 했습니다."
수안보온천랜드,직원분들이 너무친절하시고..객실도 넘 맘에드네요
수안보온천랜드,온천은 좋으나 시설이 노후된 곳
수안보온천랜드,"(쓰레기)남자 사우나에 옷 의자에 놔놓고 화장실 잠깐 다녀왓는데 여기 관리자가 쓰레기통에 갇다버림 ㅋㅋㅋㅋ 왜 버렸냐고 하니깐 옷 버리는 건 줄 알았다고 하며 적반하장 시설 자체도 노후화 되어서 동네 사우나보다 안좋음. 가격은 온천순지 똥물인지 잘 모르겠는데 8천원이라는 창,렬을 자랑함. 그리고 근무자들 교육좀 해라 좀. 꼰대 뜰딱들의 불친절함이 상상을 초월하네 시설이 안좋으면 친절이라도 하든가 가격이라도 저렴하던가 내 돈내고 들어갔는데 이딴식이면 두번 다신 안 오지 예상 하건데 10년안에 망한다에 내 파이어에그2쪽 건다.이 근처에 온천 좋은데 많은데 여긴 다신 안올듯"
수안보온천랜드,그냥 폐허로 변해가네요 아쉽
수안보온천랜드,"수안보 온천에 대한 로망이 한순간에 무너져 버렸다. 더럽고, 이상한 냄새도 나고 인테리어는 후지고, 직원들은 불친절하고, 정말 어느하나 정상적인곳이 없었다. 아이들에게 좋은 온천의 추억을 만들어주려고 했다가 망신만 당했다. 근처 편의점에서 간식을 먹으면서 물어보니 옆에 상록호텔이 인테리어가 낫다고 하니 그쪽을 이용하도록 하자."
수안보온천랜드,오 물 좋아요. 시설은 너무 떨어짐.
수안보온천랜드,"시설 낙후, 관리 미흡..탕에는 건더기들이 떠다니고 벽면 타일 깨진것도그날 깨진건지 며칠된건지는 머르겠지만탕에 깨진채로 방치되어서 다칠수도 있었음기대없이 완전 동네 목욕탕 간다라고 생각하면인근에 사는 사람들은 올만할수도"
수안보온천랜드,잘쉬다옴
수안보온천랜드,친절하기는 하는데 시설이 너무나 노후화되었고 옆방에서 말하는 소리가 들려서 잠을 잘수가 없었다
수안보온천랜드,사장님이 매우 친절하시고 인상 좋습니다. 인수받은지 얼마 안되셨다네요. 평일 가니 조용하고 물이 부드럽네요. 시설은 좀 오래됐다보니 중간쯤. 캠핑왔다가 씻기 싫어서 옮. ㅎ
수안보온천랜드,숙소 정말 구닥다리에요..
수안보온천랜드,수질관리가 엉망입니다. 계속 온천수 공급이 되지않고 고인물로 여러사람이 들락날락 하니 때국물이 따로 없었습니다
수안보온천랜드,욕탕만 방문했는데 생각보다 좁고 지하라서 좀 답답하네요. 욕탕도 작고.... 평일에 가서 물은 깨끗하게 관리하는 것 같은데..  그래도 세신 가격은 저렴해서 좋네요. 세신은 선불입니다.
수주팔봉,출렁다리 위에서 물소리가 경쾌하고 그 뒤로 전망대까지 짧은 코스 올라가서 보는 풍경도 갠찮음
수주팔봉,차박
수주팔봉,전망대까지  가 보는것이 좋아요
수주팔봉,너무 좋았어요 화장실 좀 지저분한것만 빼면
수주팔봉,좋아요
수주팔봉,규모적인..
수주팔봉,"평일에 방문하니 한산했고, 뷰도 좋았으나 벌레 싫어하시는 분은 늦은 저녁에 화장실 들어가시기 힘드실수도.."
수주팔봉,뷰 멋있잖아요자전거로 자주 가는데 노을도 죽어줍니다.
수주팔봉,차박하는 사람들때문에 갈수록 망가지는 곳...쓰레기 좀 잘 치우고 갑시다. 대한민국에서 인적이 드물고 조용했던 명소들이 차박 열풍 불면서 더럽혀져가는게 참....안타깝습니다.
수주팔봉,작은한반도지형 조용히 쉬기는 좋으나 으리으리한것은 아니므로 드라이브코스에 껴놓거니 약간의 취사만하고 돌아가기 좋은듯
수주팔봉,"수주팔봉 변천사: 1963년 팔봉을 싸고 돌던 오가천의 범람을 막기 위해 팔봉 능선 중 가장 잘록한 곳을 폭파해 물길을 텄고, 이로 인해 선상지였던, 강이 굽이치던 북쪽 토계리, 남쪽 왕답마을 부근은 수해에서 벗어나 농경지가 되었다. 윈래 노적봉과 중뫼산 사이로 흐르던 달천 물길은 출렁다리 바로 밑에서 수문을 만들어 막아 놓은 상태로, 장마철이나 되야 토계리 마을회관 쪽으로 물이 흐르게 되는 상황이다. 2018년에는 출렁다리가 준공되어, 바라만 볼 뿐 쉽게 다닐 수 없었던 팔봉 전체 길이 이어지게 되었다. 조선 철종이 꿈에서 여덟 개의 봉우리를 보고 신하와 의논하다, 그런 경치가 실제로 있다는 말을 듣고 왕림한 적도 있었다. 그 흔적이 팔봉 남서쪽 ‘왕답’마을, 즉 왕이 밟았던 곳이라는 명칭으로 남았다."
수주팔봉,수주팔봉에서 두룽산을 가볍게 오를수있다면 이산에서보면 경관이 아름다울수있다
수주팔봉,대한민국 최고의 차박성지!!!날씨 청명하고.시원한 폭포소리와 각종 조류들의 평화로운 지저김.깊지않은 개울물에서 어린 아이들이 평화롭게놀수있는 최고의 차박성지.어떻게 하다보니 올해는 매달 오게 되네요^^
수주팔봉,어릴적 내 친구의 고향인데 다리가 놓여졌나보네요.. 지금은 어디서 무얼하는지 알 수 없지만 그리운 내 친구 류한용...... 보고싶다... 혹시 아시는 분 계실까요?
수주팔봉,미세먼지가 많은날인데도 캠핑하는 사람들로 가득참. 지금은 겨울이라 수위가 좀 낮아 다소 황량한듯한 느낌도 들지만 경치가 멋있고 물멍때리기 좋은곳.
수주팔봉,손떼 묻지 않은곳이예요부디 캠핑족들 더럽히지 않았으면 좋겠어요많이 알려지지 않았으면 좋겠네요
수주팔봉,드라이브코스
수주팔봉,산 좋고 물 맑은 고장 충주
수주팔봉,한번 가보고 싶은 곳이에요~~^^
수주팔봉,아름다운 곳입니다.
수주팔봉,겁나사람 많아요차박
수주팔봉,굉장히 아름답네요!
수주팔봉,걷기좋은
수주팔봉,작년 여름에갔었는데 너무 좋아요~~ 애들 놀기도좋고~ 근데 8월쯤에가니까 코로나땜에 닫아놨던데 지금은 들어갈수있는지 모르겠네요. 지금은 열렸겠죠? 올해도 갈거에요~~
수주팔봉,2020년 7월 국토종주에서 멋졌던 곳 :)
수주팔봉,국토종주중...경치 좋은  곳이 넘 많아요.쉬엄쉬엄 구경하고 가요~~
수주팔봉,드라이브코스
수주팔봉구름다리,출렁다리를 깔끔하게 만들어서 산책하기 참 좋음.
수주팔봉구름다리,한파에 오히려 절경이네요
수주팔봉구름다리,입장료도 없고 주차도 편리하고 뷰도 환상적이고 강추합니다.
수주팔봉구름다리,주차편하고 전망도 아주좋습니다.낮은곳에 있지만 뷰는 아주 끝내주내요.
수주팔봉구름다리,"전망대 가는 길이 매우 가파름. 거리상 가깝지만 운동화 필수, 뷰가 멋지다"
수주팔봉구름다리,멋진곳이네요 가까운 곳에 살면 자주갈듯 마을 산책하면 좋을듯 합니다
수주팔봉구름다리,"봄날에 가면 좋은 곳. 벚꽃이 필 무렵, 가면 구경하기 좋을 것 같습니다. 단지 차량을 주차할 수 있는 공간이 없어요. 물 상태도 깨끗한 편도 아닙니다.방문객이 많이 들리는 주말보단 평일이 좋을 수도 있습니다."
수주팔봉구름다리,내년 아들 내외랑 반려견 두마리랑 미리 찜한 휴가 장소 ㅎ
수주팔봉구름다리,"다리에서 내려보는 경치 좋음. 전국에 난립하는 구름다리/출렁다리에 비판적인데, 이 구름다리는 적당한 곳에 잘 만들었다고 생각."
수주팔봉구름다리,강변이 물고기잡고 텐트치고놀기에 아주 좋은장소인데다거기에 내려다볼수 있는 구름다리까지 있고약간의 등반을 하고 아름다운 강변을조망할수있는 전망대도있어좋았다너무 훌륭한 자연조건을 갖췄다
앙성탄산온천,시설이 오래돼서 아쉽다
앙성탄산온천,마지막방문은 2022년4월. 당시 목욕가격은 성인10000원. 온천이라 밤까지도 물은 뜨뜻하게 잘나오고 그냥저냥 목욕하기에는 나쁘지않았다.우한독감의 여파로 찜질방은 운영중단하고 목욕만 아침5시부터 저녁23시59분까지.마당이 넓어서 주차하기에 좋다.2023년3월 유선상으로 확인해본결과 찜질방 영업재개안함. 영업시간은 5시~23시까지. 가격은 확인안함.
앙성탄산온천,지저분하네요.
앙성탄산온천,정말 불친절하고  더러움 다시는 가고싶지 않은 온천입니다드라이기도 시간이 너무 짧아서 200원내고  두번했는데  머리를 다말리지 못했습니다
앙성탄산온천,"시설이 엄청 노후하고, 탄산 때문이라하지만 시뻘건 녹자욱들이 가득..간만에 세신을 했는데, 너무 성의없이 대충대충~과거의 명성땜에 한번 가봤지만, 앞으로 절대 갈일 없을거 같네요"
앙성탄산온천,최악
앙성탄산온천,물이 예전만큼 깨끗하지는 안아요그래도 세신하시는분이 엄청잘하시고친절하세요
오대호아트로봇테마파크,아이들도 어른들도 자전거 타느라 아주 신났어요돈이 하나도 아깝지않게 놀다 나왔네요 동심으로 돌아간 느낌이였습니다^^ 오대호사장님께 넘 재밌었다고 인사도 하고 나왔어요 ㅋㅋ 나중에 재방문 할거같아요.
오대호아트로봇테마파크,애들이 노느라 집에 갈 생각을 안함
오대호아트로봇테마파크,"아이들에겐 꿈, 어른에게는 추억가족에게는 함께하는 순간을 느낄 수 있습니다"
오대호아트로봇테마파크,애들이 타고놀기 좋은 특이한 자전거가 많아요조각가가 천재이신듯
오대호아트로봇테마파크,아이들뿐만 아니라 어른들도 방문할만해요.커피 한잔 하면서 작품 감상도 하고 아이랑 자전거 실컷 타고 시간 가는줄 몰라요.3-4번 방문했지만 또 들를까해요.
오대호아트로봇테마파크,밑에 리뷰보고 왔어요.. 진짜 집 갈생각을 안하네요ㅠㅠ  태워주고 밀어주느냐고 조금은 힘들지만 코로나 이후 오랜만에 아이들 뛰어노는 모습 보고 힐링하네요사장님도 친절하시고 무엇보다 저렴하게 잘 놀수 있다는게 좋습니다
오대호아트로봇테마파크,애들 여럿 댈고가서 놀라고 풀어놓고어른들은 정자에서 수박먹으면 최고에요!
오대호아트로봇테마파크,착한 여사장님! 오랜만에 인심을 느끼다.
오대호아트로봇테마파크,아직 임시개장이라 약간 어수선. 폐품으로 작업하는 작가의 세계가 구현된 흥미로운 공간. 아이들이 직접 갖고놀고 만들수 있도록 배려된 점이 인상적임. 카페도 괜찮음.
우림정원,카페인가? 미니수목원인가?헷깔리지만 힐링하기에는 좋았음5000원에 커피까지 마신게가성비 굳
우림정원,날 좋은날 다시가고 싶어요나들이
우림정원,비오는날 강추입니다. 흙냄새와 나무냄새... 각종 꽃냄새와 둘러보고 내려와서의 따뜻한 차한잔.
우림정원,주차장 넓어서 좋았어요
우림정원,"30년이라는 엄청난 시간과 노력의 결실, 너무 친절하고 존경스러운 두 분. 작약 필 때 또 찾아 뵙겠습니다."
우림정원,"입장료 5천원에 커피에 과일을 주셔서 좋았고 산책길도 대체로 좋았으나, 남자사장님의 이유없는 버럭~!  불친절함은 좀 고치셔야할듯싶네요.  밥잘먹고 커피잘마시고 힐링했다싶었는데, 남자사장님의 불친절에 기분망치고왔어요.  두분 오랜기간동안 힘들게 일궈놓으신 소중한 정원인데 이런 불친절함이 아쉽네요."
우림정원,정원 곳곳에 아기자기하니...시원한 그늘에서  힐링하고 갑니다~^^
우림정원,"입장료 5000원만 내면, 커피 + 과일 주는 그런 카페 첨봤내 ㅎㄷㄷ.."
우림정원,사장님 친절하세요 감사합니다~정원도 아름답습니다
