0,cleaned_review,sentiment
비내섬,강 중간 퇴 적지 있는 지형 이라 전체 적 평탄해서 억새 잘 보이지 않습니다 더욱이 홍수 쓸려 내려온 쓰레기 나무 가지 걸려 있어 볼썽 사납습니다,부정적
비내섬,비 내 섬 이비자 섬,부정적
비내섬,비어내는,부정적
비내섬,가볍게 트레킹 좋와 요,긍정적
비내섬 인증센터,비 내쉼 터지 친 라이더 꿀맛 같은라면,긍정적
비내섬 인증센터,능내역 인증 센 타 출발 비 내 섬 도착 주행 거리   주행 첫날 밤 은 비 내 섬 인근 든 호텔 앤 스파 묵었다,긍정적
비내섬 인증센터,여주역 라이딩 해서 다녀왔습니다,긍정적
비내섬 인증센터,국토 종 주중,긍정적
비내섬 인증센터,무인 인증 센터,부정적
비내섬 인증센터,비 내 섬 인증 센터 옆 까페 따뜻한 아메리카노 한잔 비 내 섬 은 아직 통제 중 까페 사장 님 매우 친절,긍정적
삼탄유원지,좋기만 하구만,긍정적
삼탄유원지,조용한데 풍경 도 좋다 관리인 있지만 통제 는 없다 화장실 깨끗한데 휴지 도 있다 동 슈퍼 민박 식당 가깝다 대형 마트 캠핑 용품 사지 말고 백원 비싸더라도 지역 상점 도 이용 해줍시다 가끔 기차 도 지나갑니다 노지 캠핑장 으로는 이보 다 좋을 수 없다 별  개 주고 싶다,긍정적
삼탄유원지,가을 경 치가 아주 멋짐 가끔 기차 소리 외 에는 가을 캠핑 지로 나무랄것 없음,긍정적
삼탄유원지,텐트 자리 무료 라 죻아 요 짐 옮기는 수고 필요,긍정적
삼탄유원지,충북 내륙 오지 탄 물 맑고 산 깊은 심산 유곡 하룻밤 머물면 힐링 될것 같은 여행지 자전거 힘든 여정 이었지만 오랜 여운 남을것 같습니다,긍정적
삼탄유원지,기차 소음 유일한 단점,부정적
삼탄유원지,차박 캠핑장,긍정적
삼탄유원지, 캠핑장 대형견 가능 화장실 잠김 사람 적당함,긍정적
삼탄유원지,유원지 생기 기전 옛날 다슬기 물고기 잡던 추억 개울,긍정적
수룡폭포,보련 산 가면 서 들머리 수 룡 폭포 했는데요 주차장 무료 넓고 마침 비온 뒤 여서 더 그런지 폭포 도 너무 멋지더군요 등산로 안내 표지판 도 세우고 등산로 도 좀 정비 해주면 많은 사람 찾을듯 한데 너무 아쉽더군요 하산 후 온천 가서 목욕 후 상쾌하게 귀가 했습니다 지자체 좀 더 신경 써서 관리 하면 좋을것 같습니다,긍정적
수룡폭포,수 룡 폭포 자리세 받아 먹네요 관리 한다고 어디서 양 아치 갔은 놈 델다두 고 박아지 요금 자리세 가지 마세요 젠 고기 도 못 구워 먹고 캠핑 야영 취사 못 하게 합니다 양 아치 갔은 놈 시 비걸 요 져는 공용 전기 몰래 쓰면서,부정적
수안보상록호텔 온천사우나,충주호 갔다가 온천 할 겸 묵었는데 오래되었지만 관리 넘잘 되있어 좋았어요 탁구 장 피트니스 코인 노래방 있어요 온천 은 최고,긍정적
수안보상록호텔 온천사우나,깔끔하고 물이 좋아요,긍정적
수안보상록호텔 온천사우나,가성 비 좋아요,긍정적
수안보상록호텔 온천사우나,찬물 락스 냄새 거 실화 여요 원 시설 오래 관리 별로 뭐 좋다는 거 죠,부정적
수안보상록호텔 온천사우나,수도 물 과는 입욕 후 깨운한 느낌 너무 좋음,긍정적
수안보온천 인증센터,무인 인증 센터,부정적
수안보온천 인증센터,국토 종 주하면서 다 안 들리 신분 없으시죠,부정적
수안보온천 인증센터,국토 종 주시 새재 자전거 길 있는 자전거 무인 인증 센터 주변 식당 숙소 새재 자전거 길 최 대업 힐 코스 인 이화령 넘기 위해 선 필히 체력 보충 하고 떠나야 무인 인증 센터 주변 수안보 온천 있으니 되시면 온천 욕 도 추천 함,긍정적
수안보온천 인증센터,인증 센터 가시 면 근처 족욕탕 도 꼭 가세 요 좋아요 ,긍정적
수안보온천 인증센터,무료 족욕 하고 이화령 가시 기를 추천 합니다 주변 식당,긍정적
수안보온천 인증센터,길이 그다지 좋지 않네요,부정적
수안보온천 인증센터,자전거 비 최고,긍정적
수안보온천 인증센터,온천 있어 주변 환경 보급 처 좋으나 행촌 교차로 쪽 가는 경우 시작 깔닥 고개 오르막 나와서 부담스러 움,부정적
수안보온천랜드,굿,긍정적
수안보온천랜드, 속도 느림 찜질방 관리 안함 여름 이라서,부정적
수안보온천랜드, 동네 삼류 찜질방 갔으면 갔지 칵 퉤,부정적
수안보온천랜드,찜질방 없어짐 헛걸음,부정적
수안보온천랜드,탕 차가운 거 뜨거운 거 중간 있어 좋고 온수 안 나와서 시원하게 목욕 했습니다,긍정적
수안보온천랜드,직원 분들 너무 친절하시고 객실 도 넘 맘 에드 요,긍정적
수안보온천랜드,온천 은 좋으나 시설 노후 된 곳,부정적
수안보온천랜드,쓰레기 남자 사우나 옷 의자 놔놓고 화장실 잠깐 다녀 왓 는데 관리자 쓰레기통 갇다버림  버렸냐고 하 니깐 옷 버리는 건 줄 알았다고 하며 적반하장 시설 자체 도 노후 화 되어서 동네 사우나 보다 안좋음 가격 은 온 천순 지 똥물 인지 잘 모르겠는데 천원 이라는 창렬 자랑 함 근 무자 교육 좀 해 라 좀 꼰대 뜰 들의 불친절함이 상상 초월 하네 시설 안좋으면 친절 이라도 하든 가격 이라도 저렴하던가 내 돈 내고 들어갔는데 이딴 식이 면 두 번 다신 안 오지 예상 하 건데 년 안에 망한다에 내 파이어 에그  쪽 건 다 근처 온천 좋은데 많은데 여긴 다신 안 올듯,부정적
수안보온천랜드,그냥 폐허 변해가네요 아쉽,부정적
수안보온천랜드,수안보 온천 대한 로망 한순간 무너져 버렸다 더럽고 이상한 냄새 도 나고 인테리어 는 후지 고 직원 은 불친절하고 정말 하나 정상 적 인 곳 없었다 좋은 온천 추억 만들어주려고 했다가 망신 만 당했다 근처 편의점 간식 먹으면서 물어보니 옆 상록 호텔 인테리어 낫다 고 하니 쪽 이용 하도록 하자,부정적
수안보온천랜드,물 좋아요 시설 은 너무 떨어짐,긍정적
수안보온천랜드,시설 낙후 관리 미흡 탕 에는 건더기 떠다니고 벽면 타일 깨진것도 그날 깨진 건지 며칠 된 건지는 머르 겠지만 탕 깨진 채 방치 되어서 다칠수도 있었음 기대 없이 완전 동네 목욕탕 간다 라고 생각 하면 인근 사는 사람 은 올만 할수도,부정적
수안보온천랜드,잘 쉬다 옴,긍정적
수안보온천랜드,친절하기는 하는데 시설 너무나 노후 화 되었고 옆방 말 하는 소리 들려서 잠 잘수가 없었다,부정적
수안보온천랜드,사장 님 매우 친절하시고 인상 좋습니다 인수 받은지 안되셨다네요 평일 가니 조용하고 물이 부드럽네요 시설 은 좀 오래 됐다 보니 중간 쯤 캠핑 왔다가 씻기 싫어서 옮 ,긍정적
수안보온천랜드,숙소 정말 닥 다리 에요,긍정적
수안보온천랜드,수질 관리 엉망 계속 온 천수 공급 되지 않고 고 인물 여러 사람 들락날락 하니 국물 따로 없었습니다,부정적
수안보온천랜드,욕탕 만 방문 했는데 생각 보다 좁고 지하 라서 좀 답답하네요 욕탕 도 작고 평일 가서 물 은 깨끗하게 관리 하는 같은데 세신 가격 은 저렴해서 좋네요 세신은 선불,부정적
수주팔봉,출렁 다리 위 물소 리가 경쾌하고 뒤 전망대 짧은 코스 올라가서 보는 풍경 도 갠찮음,긍정적
수주팔봉,차박,부정적
수주팔봉,전망대 보는것이 좋아요,긍정적
수주팔봉,너무 좋았어요 화장실 좀 지저분한것만 빼면,긍정적
수주팔봉,좋아요,부정적
수주팔봉,규모 적 인,부정적
수주팔봉,평일 방문 하니 한산했고 뷰 도 좋았으나 벌레 싫어하시는 분 은 늦은 저녁 화장실 들어가시기 힘드실수도,부정적
수주팔봉,뷰 멋있잖아요 자전거 자주 가는데 노을 도 죽어 줍니다,긍정적
수주팔봉,차 박하는 사람 때문 갈수록 망가지는 곳 쓰레기 좀 잘 치우고 갑시다 대한민국 인적 드물고 조용했던 명소 차박 열풍 불면 서 더럽혀져가는게 참 안타깝습니다,부정적
수주팔봉,작은 한반도 지형 조용히 쉬 기는 좋으나 으리 으리 한 은 아니므로 드라이브 코스 껴놓거니 취사 만 하고 돌아가기 좋은 듯,긍정적
수주팔봉,수 주 팔 봉 변천사 년 팔 봉 싸고 돌던 가천 범람 막기 위해 팔 봉 능선 중 가장 잘록한 곳 폭파 해 물길 텄 고 이로 인해 선상지 였던 강 굽이치던 북쪽 토 계 리 남쪽 왕답 마을 부근 은 수해 벗어나 농경지 되었다 윈 래 노적봉 중뫼산 사이 흐르던 달천 물길 은 출렁 다리 밑 수문 만들어 막아 놓은 상태 장마철 이나 되야 토 계 리 마을 회관 쪽 물이 흐르게 되는 상황 년 에는 출렁 다리 준공 되어 바라만 볼 뿐 쉽게 다닐 수 없었던 팔 봉 전체 길이 이어지게 되었다 조선 철종 꿈 개 봉우리 보고 신하 의논 하다 그런 경치 실제 있다는 말 듣고 왕림 한 적도 있었다 흔적 팔 봉 남서쪽 왕답 마을 즉 왕 밟았던 곳 이라는 명칭 남았다,부정적
수주팔봉,수 주 팔 봉 두 룽산 가볍게 오를수있다면 이산 보면 경관 아름다울수있다,긍정적
수주팔봉,대한민국 최고 차 박성지 날씨 청명 하고 시원한 폭포 소리 조류 평화로운 지 저 김 깊지 않은 개울물 어린 평화롭게 놀수 있는 최고 차 박성지 하다 보니 올해 는 매달 오게 되네요,긍정적
수주팔봉,어릴 적 내 친구 고향 인데 다리 놓여졌나 보네요 지금 은 어디서 무 얼하는지 알 수 없지만 그리운 내 친구 류 한 용 보고싶다 혹시 아시 는 분 계실까 요,부정적
수주팔봉,미세먼지 많은 날인데도 캠핑 하는 사람 가득 참 지금 은 겨울 이라 수위 좀 낮아 황량 한 듯 한 느낌 도 들지만 경치 멋있고 물멍 때리기 좋은 곳,긍정적
수주팔봉,손떼 묻지 않은 곳 예요 부디 캠핑 족 더럽히지 않았으면 좋겠어요 많이 알려지지 않았으면 좋겠네요,긍정적
수주팔봉,드라이브 코스,긍정적
수주팔봉,산 좋고 물 맑은 고장 충주,긍정적
수주팔봉,한번 가보고 싶은 곳 이에요,부정적
수주팔봉,아름다운 곳,긍정적
수주팔봉,겁나 사람 많아요 차박,부정적
수주팔봉,굉장히 아름답네요,긍정적
수주팔봉,걷기 좋은,긍정적
수주팔봉,작년 여름 갔었는데 너무 좋아요 애 놀기도 좋고 근데 월 쯤에가니까 코로나 땜 닫아놨던데 지금 은 들어갈수있는지 모르겠네요 지금 은 열렸겠죠 올해 도 갈거에요,긍정적
수주팔봉,년 월 국토 종주 멋졌던 곳,긍정적
수주팔봉,국토 종 주중 경치 좋은 곳 넘 많아요 쉬엄쉬엄 구경 하고 가요,긍정적
수주팔봉,드라이브 코스,긍정적
수주팔봉구름다리,출렁 다리 깔끔하게 만들어서 산책 하기 참 좋음,긍정적
수주팔봉구름다리,한파 절경 이네 요,부정적
수주팔봉구름다리,입장료 도 없고 주차 도 편리하고 뷰 도 환상 적 이고 강 추합니다,긍정적
수주팔봉구름다리,주 차편 하고 전망 도 아주 좋습니다 낮은 곳 있지만 뷰 는 아주 끝내주내요,긍정적
수주팔봉구름다리,전망대 가는 길이 매우 가파름 거리 상 가깝지만 운동화 필수 뷰 멋지다,긍정적
수주팔봉구름다리,멋진 곳 이네 요 가까운 곳 살 면 자주 갈듯 마을 산책 하면 좋을듯 합니다,긍정적
수주팔봉구름다리,봄날 가면 좋은 곳 벚꽃 필 가면 구경 하기 좋을 같습니다 차량 주차 할 수 있는 공간 없어요 물 상태 도 깨끗한 편도 아닙니다 방문객 많이 들리는 주말 보단 평일 좋을 수도,부정적
수주팔봉구름다리,내년 아들 내외 랑 반려견 두 마리 랑 미리 찜 한 휴가 장소 ,긍정적
수주팔봉구름다리,다리 내려 보는 경치 좋음 전국 난립 하는 구름다리 출렁 다리 비판 적 인데 구름다리 는 적당한 곳 잘 만들었다고 생각,긍정적
수주팔봉구름다리,강변 물고기 잡고 텐트 치고 놀기에 아주 좋은 장소 인데 다 거기 내려다볼수 있는 구름다리 있고 등반 하고 아름다운 강변 조 망할수있는 전망대 도 있어 좋았다 너무 훌륭한 자연 조건 갖췄다,긍정적
앙성탄산온천,시설 오래 돼서 아쉽다,부정적
앙성탄산온천,마지막 방문 은 년 월 당시 목욕 가격 은 성인 원 온천 이라 밤 물 은 뜨뜻하게 잘나오고 그냥 저 냥 목욕 하기에는 나쁘지 않았다우한 독감 여파 찜질방 은 운영 중단 하고 목욕 만 아침 시 저녁 시 분 까지마당이 넓어서 주차 하기에 좋다 년 월 유선 상 확인 해본 결과 찜질방 영업 재개 안함 영업 은 시 시 가격 은 확인 안함,부정적
앙성탄산온천,지저분하네요,부정적
앙성탄산온천,정말 불친절하고 더러 움 다시는 가고싶지 않은 온천 드라이기 도 너무 짧아서 원 내고 두 번했는데 머리 다말 리지 못 했습니다,부정적
앙성탄산온천,시설 엄청 노후하고 탄산 때문 이라 하지만 시뻘건 녹자 욱 가득 간 만에 세신을 했는데 너무 성의 없이 대충대충 과거 명성 땜 한번 가봤지만 앞 절대 갈 일 없을거 같네요,부정적
앙성탄산온천,최악,부정적
앙성탄산온천,물이 예전 깨끗하지는 안아요 세신하시는 분 엄청 잘 하시고 친절하세요,긍정적
오대호아트로봇테마파크,도 어른 도 자전거 타느라 아주 신났어요 돈 하나 도 아깝지 않게 놀다 나왔네요 동심 돌아간 느낌이였습니다 오대 호사 장님 께 넘 재밌었다고 인사 도 하고 나왔어요  나중 재 방문 할거 같아요,긍정적
오대호아트로봇테마파크,애 노느라 집 갈 생각 안함,부정적
오대호아트로봇테마파크,에겐 꿈 어른 에게는 추억 가족 에게는 함께 하는 순간 느낄 수,긍정적
오대호아트로봇테마파크,애 타고 놀기 좋은 특이한 자전거 많아요 조각가 천재 이신 듯,긍정적
오대호아트로봇테마파크,뿐 만 아니라 어른 도 방문 할 만해 요 커피 한잔 하면서 작품 감상 도 하고 랑 자전거 실컷 타고 가는줄 몰라요  번 방문 했지만 들를까 해 요,긍정적
오대호아트로봇테마파크,밑 리뷰 보고 왔어요 진짜 집 갈 생각 안 하네요  태워주고 밀어주느냐고 조금 은 힘들지만 코로나 이후 오랜 만 뛰어 노 는 모습 보고 힐링 하네요 사장 님 도 친절하시고 보다 저렴하게 잘 놀수 있다는게 좋습니다,긍정적
오대호아트로봇테마파크,애 여럿 댈고가서 놀라고 풀어놓고 어른 은 정자 수박 먹으면 최고 에요,긍정적
오대호아트로봇테마파크,착한 여사 장님 오랜 만 인심 느끼다,긍정적
오대호아트로봇테마파크,아직 임시 개장 이라 수선 폐품 작업 하는 작가 세계 구현 된 흥미로운 공간 직접 갖고 놀고 만들수 있도록 배려 된 점 인상 적임 카페 도 괜찮음,긍정적
우림정원,카페 인가 미니 수목원 인가 헷 깔리지만 힐링 하기에는 좋았음 원 커피 마신게 가성 비 굳,긍정적
우림정원,날 좋은 날 다시가고 싶어요 나들이,긍정적
우림정원,비 오는 날 강추 흙 냄새 나무 냄새 꽃 냄새 둘러보고 내려와서 따뜻한 차 한잔,긍정적
우림정원,주차장 넓어서 좋았어요,긍정적
우림정원,년 이라는 엄청난 노력 결실 너무 친절하고 존경 스러운 두 분 작약 필 찾아 뵙겠습니다,긍정적
우림정원,입장료 천원 커피 과일 주셔서 좋았고 산책길 도 대체로 좋았으나 남자 사장 님 이유 없는 버럭 불친절함은 좀 고치셔 야할듯 싶네요 밥 잘 먹고 커피 잘 마시고 힐링 했다싶었는데 남자 사장 님 불친절 기 분망 치고 왔어요 두 분 오랜 기간 힘들게 일궈놓으신 소중한 정원 인데 불친절함이 아쉽네요,부정적
우림정원,정원 곳곳 아기자기하니 시원한 그늘 힐링 하고 갑니다,긍정적
우림정원,입장료 원 만 내면 커피 과일 주는 그런 카페 첨 봤내 ,부정적
