0,cleaned_review,sentiment
감은사지삼층석탑,탑 남겨진 절터 신라 천년 역사 신문왕 효성 전해졌네요,긍정적
감은사지삼층석탑,터 만 남아있지만 최대한 복원 하려 했다는 느껴집니다 주상절리 갔다가 돌아오는 길 가볍게 들려 보시길 추천 드립니다,긍정적
감은사지삼층석탑,경 주 여행 하면서 문무대왕 암 감은사지  층 석탑 가까이 있어 한번 둘러보기 좋아여 날씨 도 좋아서 더 좋았,긍정적
감은사지삼층석탑,꼭 가세 요,긍정적
감은사지삼층석탑,석굴암 가는 길 코스 넣었는데 두 삼층석탑 너무 웅장 하고 아름답게 보존 되고 있다는게 감격 한 바퀴 도 는데두 도 별루 안 걸리고 관람객 도 많지 않아 딱좋네요,긍정적
감은사지삼층석탑,사람 없어서 좋고 여길 목적지 찍고 들르는것보다 가는 길 들르는걸 추천 해요 날씨 맑은 날 노을 보는게 예쁘다고 합니다,긍정적
감은사지삼층석탑,외 떨어진 곳 있지만 기나긴 흐름 느껴 볼 수 있는 장소 였습니다 경주 방문 하실 추천 드릴 곳,긍정적
감은사지삼층석탑,국가 문화유산 국보 국가 유산 청 국가 유산 포털 ,긍정적
감은사지삼층석탑,몽고 침입 감은사 는 소실 되고 지금 은 절터 만 남아있다  국보 제  호 감은사지  층 석탑,부정적
감은사지삼층석탑,감은사 는 신라 제  대 문무대왕 삼국통일 대업 성취 하고 난 후 부처님 힘 왜구 침입 막고자 곳 절 세우다 완성 하지 못 하고 돌아가자 아들 인 신문왕 뜻 좇 즉위 한 지 년 되던 해인 년 완성 한 신라시대 사찰 문무대왕 은 죽기 전 내 죽으면 바다 용이 되어 나라 지키고자 하니 화장 하여 동해 장사 지낼 유언 하였는데 뜻 받 들어 장사 한 곳 대왕암 이며 부왕 은혜 감사하여 사찰 완성 하고 이름 감은사 라 하였다고 전하 고 있다 현재 모습 은 년 년 걸쳐 전면 발굴 조사 실시 하여 얻어진 자료 통해 창건 당시 건물 기초 대로 노출 정비 한 이며 금 당 지하 에는 바다 용이 된 문무대왕 휴식 위 한 상징 적 인 공간 마련 한 특수 구조 동쪽 통로 만들었다고 하는 흔적 도 밝혀 놓은 우뚝 솟은 두 삼층석탑 은 만들어진 연대 확실한 통일신라 초기 석탑 수십 개 부분 나누어 만들어 조립 식 세운 전체 높이   이르는 신라 삼층석탑 중 최대,부정적
감은사지삼층석탑,더 말 할 수 있을까,부정적
감은사지삼층석탑,송대 말 등대 들렸다가 근처 있길래 가봤는데 이야 일 출전 이나 일몰 전 가시길 추천 드립니다 해 산 자락 살짝 걸쳤을 장관 임,긍정적
감은사지삼층석탑,석탑 보수 공사 중 이라 아쉬웠네요 잠시 들리시기에 좋을듯 합니다,부정적
감은사지삼층석탑,삼국 통일 한 문무왕 심심하면 동해안 약탈 하는 왜구 나라 지키기 위 한 호국 사찰 창건 한 감은사 문무왕 은 절 완공 되는 보지 못 하고 세상 떠났고 아들 인 신문왕 완성 했습니다 문무대왕릉 멀지 않은 곳 있기에 아마도 문무왕 기리 는 사찰 인 원 찰 로서 기능 도 했을 보이는 감은사 실제 현재 남아 있는 감은사지 석재 는 용이 드나들 수 있도록 하는 독특한 구조 했던 보입니다 인근 이견 대 함께 만 파 식 적 설화 장소 이기도 했던 곳 사찰 앞 으로는 배 드나들었던 흔적 남아있어 과거 감은사 모습 상상 하게 합니다 강당 있던 자리 앉아 두 탑 한번 가만히 바라봐 보세요 감은사지 묘미 는 거기 있답니다,부정적
감은사지삼층석탑,웅장 한 삼층석탑 동해안 문무대왕릉 바다 옆,긍정적
감은사지삼층석탑,오랜 만 만난 감은사 예전 보다 잘 정비 되어있어서 감사했는데  아직 정비 중 이라 조용하고 고 즈 넉 한 분위기 는 아쉬웠어요 문화재 위 한일 이니 다시 방문 하기로,긍정적
감은사지삼층석탑,멋있어요 사람 도 없고 여유 워 좋았음 감은사지 보고 바다 보러가세요,긍정적
감은사지삼층석탑,별 보러 왔어요,부정적
감은사지삼층석탑,좋은 이었습니다,긍정적
감은사지삼층석탑,새 파란 잔디 위로 아름다웠던 두 탑 갑자기 비 와서 도망쳤는데 좀더 느긋하게 보고싶었다,긍정적
감은사지삼층석탑,조용하고 한적 해서 좋아요,긍정적
경북천년숲정원,좋아요,부정적
경북천년숲정원,일 경주 여행 찾는 곳,긍정적
경북천년숲정원,포토 존 봄 가을 날씨 사진 찍기 좋은 곳 추천 합니다,긍정적
경북천년숲정원,넘 더울 가서 제대로 보지 도 못 하고 왔어요 사진 은 멋지던데 실제 로는 좀 실망,부정적
경북천년숲정원,천년 사랑 숲튽훈,긍정적
경북천년숲정원,힐링 장소 무료 입장 메타세쿼이아 길 대박,긍정적
경북천년숲정원,정말 이쁘고 산책 하기 좋아요,긍정적
경북천년숲정원,도시 넓은 숲 있는 경주 부러웠습니다 숲 사진 명소 쉼의 공간 좋았는데 주차공간 부족 아쉬웠습니다,긍정적
경북천년숲정원,여유롭게 산책 하기도 참 좋고 중간 중간 의자 있어 좋아요 반대편 연구원 길 앞 도 한적하니 좋아요 작년 보다 올해 더 자연스러워진 식물 사랑스럽네요 내년 은 더 이뻐지겠죠,긍정적
경북천년숲정원,벚꽃 축제 즐기기 위해 경주 방문 했으나 개화 늦어 좀 은 실망 스러웠는데이 곳 방문 해서 많은 힐링 읋 고 옴 메타세콰이어 숲 충분히 감상 할수있는 곳,긍정적
경북천년숲정원,단풍 꼭 볼 곳 인 듯 해 요,긍정적
경북천년숲정원,봄 가을 예쁜 사진 찍 수 있는 사진 명소 통나무 다리 스팟 은 많은 스냅 촬영 장소 각광 받는 포인트  하절 기 동 절기 개방 다르니 꼭 확인 하고 방문 하시는 걸 추천 드립니다 봄 여름 에는 초록 초록 한 분위기 가을 단풍 철 에는 메타세쿼이아 가로수 물드는 풍경 매력 적 인 곳 이에요 숨겨진 벚꽃 명소 도 있답니다  장소 특성 상 겨울 은 좀 아쉬워요 사진 명 소 로서 의미 뿐 만 아니라 경북 지역 있는 천연기념물 지정 된 나무 후계 목 보존 하는 공간 도 있으니 천천히 둘러보시는 걸 추천 드립니다,긍정적
경북천년숲정원,곳 아직도 안 가신 분 계시다면 얼른 다녀오세요,부정적
경북천년숲정원,한적하게 힐링 할 수 있는 곳 거기 무료 입장,긍정적
경북천년숲정원,산책 하기 좋아요,긍정적
경북천년숲정원,계절 마다 매력 있을듯 합니다 가을 가도 충분히 멋져요 봄 피는 꽃 많이 심어 놔서 봄 특히 더 기대,긍정적
경북천년숲정원,이미 너무 유명해져서 사람 넘 처 납니다 주차장 가는것도 한 세월 일단 들어가면 완전 좋습니다 들어갈 통일전 방향 가는걸 추천,긍정적
경북천년숲정원,작 지만 아기자기해서 따뜻한 봄날 가면 좋을듯,부정적
경북천년숲정원,해 짧아지는 계절 오면 운영 짧아진다 한번 갔다가 운영 끝나서 날 다시 왔다 주차장 생각 보다 협소해 서 애 먹음 규모 생각 보다 크고 나무 멋지다 포토 존 인 넘어진 나무 위 사진 찍으려면 상당히 오래 기다려 야할것 같음,부정적
경북천년숲정원,조용히 산책 하기 좋아요 개념 없이 사진 찍는 사람 만 피하 면,긍정적
경북천년숲정원,입장료 무료 주차 가능한 정도 걷기 좋고 분재 전 시 용 으로는 타 수목원 대비 해서 아직 덜 자라거나 조성 미흡한 편이 고 양귀비 자잘 자잘한 꽃 정도 는 있어요 철쭉 필 벚꽃 이나 은행 질 이쁠 거 같긴 해 요 산책로 는 일부 오래된 부분 도 있어서 런가 부모님 좋아하셨어요 사람 적어서 걷기 좋아서 여유 부리고 싶을 오기 좋은 곳,긍정적
경북천년숲정원,원래 아름다운 자연 자체 였는데 돈 남았는지 다 갈아 엎음 나무 크려면 년 뒤 야할듯이 라고 적었는데 나무 쳐 박아놓은 거 보니 한숨 만 나오네 나무 가지 뻗은 뿌리 도 뻗어야 건강한 나무 임 사람 보기 좋으라고 돌 사이 나무 만 쳐 박아놨 장담 하는데 작은 솔방울 만 잔뜩 맺히고 절때 안 커짐,부정적
경북천년숲정원,멋있고 아름다운 경북 천년 숲 정원 만들어 졌습니다 넘 아름다운 숲 정원,긍정적
경북천년숲정원,인위 적 인 느낌 강해졌지만 구경 하기 좋아요 년뒤 더 자연스러워질 거 라 생각 해요 꽃 많고 중간 중간 의자 있어 좋아요,긍정적
경북천년숲정원,무료 입장 이고 메타세콰이어 나무 숲 가면 좁지만 원시림 들어간 기분 납니다,긍정적
경주 양동마을,고 즈 넉 하이 초가집 도 보고 한 옥 좋 시간 산책 하면서 아이스크림 먹기,긍정적
경주 양동마을,입장료 아까 움 기와 초가집 많은데 차도 믾 고 중장비 외제차 안 어울림 출입 불가 많음,부정적
경주 양동마을,마을 내 차도 많이 다니고 별로 볼 게 없네여 관람 료 도  원,부정적
경주 양동마을,현재 와는 맞지 않지만 유교 적 예제 상하 구분 당시 유교 문화 남아있는 마을,부정적
경주 양동마을,경주 한 옥 마을,부정적
경주 양동마을,경 주 한 옥 마을 입장료 원 세계문화유산으로 등재 된 마을,부정적
경주 양동마을,날 좋은 날 걷기 너무 좋았어요,긍정적
경주 양동마을,내 공부 해서 오면 다르게 보 일텐데,부정적
경주 양동마을,완전 기 대 불국사 석굴암 같은 날 아침 방문 하고 오후 옴 보다 덜 알려진것 같은데 개인 적 훨씬 기억 남음 특히 차 소리 전혀 안 들리는 어어 무 편안한 고요함 인상 적 해설 선생님 함께 투어 하시 기를 추천 합니다 해설 시간 쯤 해주시 고 이제 니 끼리 놀아라 하 심 해설 쌤 이랑 빠빠 이하고 나서 한 쯤 은 돌아다니며 사진 찍고 풍 광 즐기기 좋음 여행 코스 시간 쯤 잡으면 넉넉할듯,긍정적
경주 양동마을,바람 쐐러 가기 좋아요,긍정적
경주 양동마을,돈 내고 들어갈 정도 는 아님 걸 왜돈 받지,부정적
경주 양동마을,역사 깊은 마을 봄 가을 걷기 좋음,긍정적
경주 양동마을,놀이 공원 입장료 는 안 아깝고 유네스코 세계 문화유산 입장료 천원 은 아까운 사람,부정적
경주 양동마을,주차장 넓게 조성 잘 되어있고 입구 도 시설 잘 되어있음 근데 입장료 내고 들어간 곳 치고는 동네 산책 외 사먹는거 말고는 뭐 하 보려 먼길 걸어 찾아가도 대문 만 들어섰다 나오는 격 실제 생활 하는 공간 이라 해도 개방 된 곳도 없고 장사 하는 곳 만 정말 입장료 내고 산책 하고 나오는 곳 지금 보다 더워지면 최악 일듯 기대 나올 는 실망 커서 매우 아쉬웠던 곳,긍정적
경주 양동마을,혼자  번 버스 타고 갔다 왔는데 입장료 내고 충분히 볼 만 합니다,긍정적
경주 양동마을,입장료 천원 은 한 듯,부정적
경주 양동마을,언덕 사이사이 집들이 모여 있는 모습 위 보면 스머프 집 생각 도 나고 멀리 논밭 보이는 풍경 영화 같은 쉼 터 도 좋았어 요전 월 갔지만 가을 도 멋질 같아요 다시 가고 싶어요 시간 여유 잡고 가면 좋겠어요 주차장 좋아요,긍정적
경주 양동마을,자전거 이용 하셔서 방문 하시는 은 포기 하시는것이 좋습니다 이전 자전거 운전자 마을 내 난폭운전 하여 문화재 파손 하고 보행자 다치게 하는 사건 벌 인적 있어서 지금 은 문화재 보호 보행자 안전 보호 위해 서 마을 내 에서의 자전거 운전 금지 하고 있기 때문,부정적
경주 양동마을,한국 한 옥 마을 꼽으라 면 단연 최고 개인 적 전주 안동 보다 더 좋아해요 ,긍정적
경주 양동마을,양동 민속 마을 은 조선시대 전통문화 자연 고스 란 히 간직 하고 있는 한국 최대 규모 집성촌 월성 손 씨 여강 씨 형성 되었다 옛 명문 대가 영광 스러운 자취 선조 삶 배어있는 년 된 고가  호가 보존 되어 있어 조선 중기 이후 다양하고 특색 있는 우리나라 전통 가옥 구조 한눈 볼 수 있다 단 마을 둘러볼 는 집안 살 고 있는 분 폐가 되지 않도록 배려 하면 더욱 좋을,긍정적
경주 양동마을,여기저기 조용히 산책 하기 좋은 곳 이정표 좀 더 잘 돼있더라면 사람 사는 집 안 들어가게 조심,긍정적
경주 양동마을,초가집 기와집 실컷 보고옴 과거 간것만 같아서 주막 에가 서 전이 랑 탁주 시키고싶던데 주막 은 없음  생활 공간 이라서 마을 전체 구경 하고 안쪽 분위기 안 맞는 매점 만 몇개 있음 입장료 도 받던데 저 략 적 이런저런 만들어 상품화 시키면 좋을듯 한복 입는다거나 민속 적 인걸 루 다,부정적
경주 양동마을,관리 만 좀 더 잘 되면 좋을듯 합니다 입장권 좀 비싼게 그렇네요 한적하고 조용하니 좋네요,긍정적
경주 양동마을,생각 보다 마을 엄청 넓어서 제대로 보면 시간 걸림 근데 좀 게 세계 문화유산 등재 됐는데 마을 안 곳곳 식당 찻집 민박 집 섞여있고 사람 실제 사는 곳 은 억지로 라도 볏집 지붕 올린듯 한 느낌 많이 남,부정적
경주 양동마을,좀 더 일찍 왔으면 좋았을걸,부정적
경주 양동마을,고 즈 넉 하고 아름다운 힐링 마을,긍정적
경주 양동마을,입장료 원 규모도 정말 크고 예쁜 마을 인데 여름 오기 에는 벌레 너무 많네요  경주 있지만 신라시대 마을 아닌 조선시대 조성 된 유교 문화 품고있는 마을 해설 해주시 는 잠깐 이라도 설명 들으니 좋네요,부정적
경주 양동마을,돈 천원 아까운게 문제 아니라 관리 되고 있느냐 안되고 있느냐 문제 큽니다 자주 가는 분 은 아시겠지만 문제 있거나 하자 있으면 보수 하고 관리 해야하는데 년 전이나 년 전이나 지금 이나 똑같음 저녁 에는 무료 입장 쪽문 무료 입장 도 가능 아는 분 은 다 알 죠,부정적
경주 양동마을,흐릴 갔지만 운치 있고 좋았습니다 아쉬운 은 마을 차량 많이 다녀서 계속 신경 써야 해 요 특히 애 하고 갈 는 요,긍정적
경주 양동마을,차 많이 다니 고차 세게 다니고 먼지 날리 고열 받아서 차길 가운데 길 막아 버림 들어갈수 없는 곳 많고 애 도 각시 도 다시는 안 오고 싶다고 함 코스 안내 도 허 술 하고 남집 담벼락 근처 기웃 거리 다 온 기분 이름 걸 맞는 관리 하시길,부정적
경주 양동마을,스탬프 때문 방문 은 했지만 넓기만 넓고 볼것도 없다 원 관광객 대부분 하는말이 한번 오면 다시는 안 오겠다,부정적
경주 양동마을,기대한 보다 별로 였어요 안내 책자 나와있는거 보고 찾으려 해도 풀이 자라서 갈 수 없는 길도 많았고 길 모양 도 다르고 제대로 안내 안 돼있더라구요 책자 나와있는 집 중 람사 는 집 아닌데도 개 인사 유지 라고 못 들어가게 잠겨있는 집 많았어요 길 찾는다고 수풀 사이 헤매다가 곳도 가보고 싶은데 더 깊이 들어가면 고생 할까봐 그냥 적당히 돌아 나왔네요 개인 적 으론 멀리 서 봐야 예쁜 곳 같아요,부정적
경주 양동마을,  내 여길  갔지,긍정적
경주 양동마을,혹 시기 데리 고 방문 한다면 좀 고려 해보 심 그늘 하 없는 뙤약볕 입니 다관 가정 보러 갔으나 공사 중 이었고 대부분 고택 문 닫아서 들어갈수가 없어요 관리 안되고있다는 느낌 도 받았구요 그거 비 해서 입장료 좀 비싼것 같아요 너무 더운시기에 방문 해서인지 좋은 기억 아니네요 시 기적 잘맞는 있나 봅니다,부정적
경주 양동마을,일 경주 여행 중 코스 넣었는데 입장료 받으면 관리 도 좀 잘 하고 마을 동선 표시 잘 해서 관광 쉽도록 개선 필요함,부정적
경주 양동마을,딱히 볼 만 한 건 없어서 아쉬워요,부정적
경주 양동마을,볼 게 없어 요안 내 판도 제대로 없고 주민 차량 은 계속 다니고 인상 쓰는 주민 신경 전혀 안 쓰는 이상한 곳 돈 받는 인지 별 하나 도 아깝네요,부정적
경주 양동마을,저 는 차시 간만 하루 종일 마을 있고싶었어요 고 즈 넉 하고 운치 있고 평온하고 입장료 천원 결코 아깝지 않았어요 유네스코 지정 되고 제 점점 관광객 도 많아지고 그만큼 대규모 자본 도 들어오겠죠 개방 하면서 동시 마을 도 지키는 방향 되었으면 좋겠다는 생각 했습니다 상업 자본 돈벌이 수단 되 버린 역사 유적지 테마 파크 와는 무언가 보여준 양 동 마을 위로 받고 갑니다 감사합니다,긍정적
경주 양동마을,쾌청한 날씨 너무 예뻤던 고택 마을 년 그대로 모습 유지 하고 있는 손씨 이씨 씨족 마을 참 예쁘다,긍정적
경주 양동마을,하루 숙박 했는데 운치 있고 너무 좋았어요 관광객 없는 시간대 여서 그런지 조용하고 마음 편해지는 마을 이었어요,긍정적
경주 양동마을,입장료 받는거 저 는 반감 없어요 그건 관리 할 이야기 같습니다 차 소리 가안 난 다 고 분 은 그러셨는데 차 많고 포크레인 뭐 파고있고 길 쓰레기 보기 싫어 제 주웠으나 나갈 쓰레기통 없어서 들고 다녀 야했으며 사람 살 지 않는 집 일 지라 도 적당히 경관 해치 지 않는 정도 청소 는 해가며 입장료 받는것이 마땅할것 같은데요 좋은 점 은 산책 하기 적당하고요 집 도 예뻐서 사진 잘 나오네요,부정적
경주 양동마을,입장료 천원 무척 아까 움 관광 책자 나와있는 곳도 유지 라고 다 막아놓음 만의 마을 이라고 하면 될 듯 세계 문화유산 맞나싶다 예산 도 받을텐데,부정적
경주 양동마을,입장료 받는건 상관없는데 제발 유지 관리 보수 좀 해줘요,부정적
경주 양동마을,정주 형 한 옥 마을 한 옥 마을 자체 주는 느낌 은 전주 안동 보다 진짜 한 옥 마을 이구나 싶다 거 주민 계시는 특성 상 한 옥 전체 구조 살펴볼 수 없 음 은 아쉬웠으며 입구 문화재 해설 안 내 문으로 아쉬움 달랠 수 밖에 없다 덧붙여 관련 지자체 든 든 제발 한 옥 위 바라본 모습 도 안내 해줬으면 좋겠다 안쪽 들어갈 수 없기 때문  자 배치  자 배치 독특 성 설명 멀게 느껴졌다,부정적
경주 양동마을,고향 정취 느낄수 있었어요 천천히 걸으며 좋습니다,긍정적
경주 주상절리 파도소리길,걷기 좋은,긍정적
경주 주상절리 파도소리길,하서 항 주상절리 조 망 타워 뷰 정말 멋집니다 주상절리 보고 바다 도 보고 저 멀리 배도 보고 살짝 국적 인 느낌 도 들고 동해 만의 매력 있는 곳 입니다여 기도 카페 랑 숙박업소 더 들어서면 제주도 꼴 나겠죠,긍정적
경주 주상절리 파도소리길,오랜 만 다시 들려 봤네요 둘레길 조성 잘 해놨어요 아쉬운건 전망대 는 올 마다 잠겨있고 펜션 너무 많이 생겨나고 있다는것,긍정적
경주 주상절리 파도소리길,중간 길 끊어져있음 하서 항   정도 보고 읍천항 다시 보러 감,부정적
경주 주상절리 파도소리길,해 파랑 길 경 주 구간 일부 이기도 한 파도 소리 길 걷기 여행 위해 경주 찾으신 분이라면 옥산서원 산책길 삼릉 가는 길 함께 추천 드리는 코스 잔잔한 파도 셀 수 없는 지나 온 주상절리 보며 여유롭게 편안하게 걸 수 있는 길이 에요 보통 읍천항 시작 해 하서 항 갔다가 돌아오는 분 많은데 양남면 소재지 인 하서 해안 공원 가셨다가 버스 돌아오는 추천 합니다 천천히 걸으면 편도 시간 분 정도 소요 되니 식사 하시고 걷기 좋은 코 스랍 니 다  해 맞이 명소 로서 도 손색 없는 곳 이니 일출 감상 원하신다면 부채꼴 주상절리 있는 전망대 인근 추천 합니다,긍정적
경주 주상절리 파도소리길,분위기 넘 좋았음,긍정적
경주 주상절리 파도소리길,뷰 는 참 좋아요 주상절리 길 근데 주차 도 별로 고  좀 아쉬워요 예전 같지 않은 같아여,부정적
경주 주상절리 파도소리길,철원 제주 와는 형태 주상절리 볼 수 용암 분출 된 정확한 위치 궁금하네요,긍정적
경주 주상절리 파도소리길,예쁘 긴한데 풀 있는 곳 전혀 관리 안되어있어요,부정적
경주계림,최고,긍정적
경주계림,좋다 경주 는 더 여유 있게 다녀와야 하는 곳 이라는 걸 알 게 해 주는 곳,긍정적
경주계림,딱히 찾아갈 정도 는 아닙니다 솔직히,부정적
경주계림,교촌 마을 이나 대릉 원 월성 가는 길 대부분 그냥 지나치는 숲 계림 경주 가장 좋아하는 장소 중 한 곳 이에요 경주 김씨 시조 인 김알지 탄생 설화 전해져오는 곳임 동시 한 신라 이름 계림 이라고 불렸을 신라 역사 경주 에서는 상징 적 인 곳 죠 그런 역사 적 인 의미 도 좋지만 계림 은 사계절 매력 있는 곳 이에요 새싹 피어나는 봄 에는 싱그러운 봄 분위기 느낄 수 있고 여름 맥문동 필 면 보랏빛 장관 이루죠 계림 가장 화려한 옷 입는 가을 엔 말 필요 없습니다 가을 계림 은 그냥 끝 겨울 엔 쓸쓸하지만 오래된 고목 더 눈 잘 들어오죠 흐르는 숲 계림 은 꼭 방문 해보시길 입구 있는 회화나무 는 무려  살 경주 천년 숲 은 곳,긍정적
경주계림,좋다,부정적
경주계림,개인 적 경주 여행 할 가장 좋아하는 중 하나 는 곳 매우 오래된 숲 이라는 계림 월성 으로의 새벽 산책 종류 이른 아침 산책 코스 개 경주 훨씬 매력 적 만든다 부디 인공 적 면서 유치하고 과도 하기까지 한 되두 않은 설치 물들로 망 뜨 리지 말고 폐허 미학 정합 적 인 분위기 잘 유지 되면 좋겠다 하나 제안 한다면 대릉 원 동궁 월지 까진 이른 아침 시 시 아침 산책 객 위해 개방 해주면 좋겠다는 어차피 거기 산책 하는 사람 그리 많지 않아 입장료 수입 줄어 경영 타격 입히진 않을거다 수입 땜 그런다면 너무 야박한 일이 고 미처 생각 하지 못 했던거라면 지금 이라도 재고 해 보기 바란다 경주 훨씬 매력 적 인 도시 어필 할 수 있다,긍정적
경주계림,숲 나무 좋아해서 너무 좋았어요,긍정적
경주계림,일 경주 여행 무료 입장 기간 일주,긍정적
경주계림,멋진 소 나무숲 좋습니다,긍정적
경주계림,월 말 월 초 중순 봄 계림 일대 는 연중 최고 시기 뿐 만 아니라 경주시 전체 완전 좋음 벚꽃 다양한 봄 꽃들이 피는 시기 라 주차 전쟁 사람 미어 터짐 톨게이트 진출 하는 본선 에서부터 차가 막히는걸 경험 함 신기 방기 지방 주차 난 겪음 전주 처럼 한 옥 톨게이트 임 더 크게 짓지하는 아쉬움,긍정적
경주계림,야경 보러 갔다가 개 실망 그냥 낮 산책 하러가는게 쵝오,부정적
경주계림,드넓은 숲 고요한 정적 첨성대 정교 남천 이어지는 지름길,긍정적
경주계림,시원한 숲길,긍정적
경주계림,겨울 인데 도 산책 하기 좋은 곳,긍정적
경주계림,비오는 계림 아무 도 없는 계림 짱,긍정적
경주계림,밤 정교 첨성대 가다 길 잘 못 들어서 가본 곳  낮 산책 하기는 딱인거 같아요 ,긍정적
경주계림,산책 하기에 정말 좋은 곳,긍정적
경주계림,산책 하기 좋아요,긍정적
경주계림,조아,부정적
경주동궁원,한번 정도 는 가볼만 하내 요 식물 좋아하시면 괜찮습니다,긍정적
경주동궁원,어머니 이모 엄청 좋아하셨습니다 평소 잘 볼 수 없는 새 동물 볼 수 있어 좋았습니다 남녀 노소 즐기기 좋은 장소,긍정적
경주동궁원,보문 입구 있는 사계절 푸르름 품은 동화 속 유리 궁전 경 주 동궁 원 경 주 동궁 원     하늘 처럼 새 처럼 경주 버드 파크  ,긍정적
경주동궁원,가족 끼리 특히 어린이 동반 하면 좋을 장소 새도 있고 나무 도 있고 혼자 성인 라면 조류학 학생 아닌 굳이 호수 돌 며 자연 누리 자,긍정적
경주동궁원,네이버 예약 하면 입장료 천원 겨울 에도 따땃해 요 신기한 나무 도 많고 볼것도 많고 가족 이랑 힐링 했어요 주변 맛집 도 많아서 나들이 하기 딱입니다,긍정적
경주동궁원,조용하고 겨울 식물 볼 수 있어서 좋았어요 관람 분 분 정도,긍정적
경주동궁원,생각 보다 볼 게 많아서 좋았습니다 식물원 보다는 버드 파크 훨씬 값진 경험 였네요,긍정적
경주동궁원,겨울 에도 안이 더워서 외투 벗어야 함 평일 갔는데 식물 물주 고 있어서 옷 물이 튐 관람 하는 입장 에서는 불편했음 천천히 여유 가지 고 둘러보면 볼 만 함,부정적
경주동궁원,천원 내고 입장 했는데 아쉬움,부정적
경주동궁원,온실 굿 어린이 위주 체험 프로그램 있어서 가족 가기 좋을듯,긍정적
경주동궁원,식물원 간다 고 생각 하면 한번 방문 해볼만 해 요 근데 좀 시설 다 노후 된 느낌 있어요 ,긍정적
경주동궁원,봏아뇨,부정적
경주동궁원,새 키 금붕어 애무 새 옆 쥐 넣어나노,부정적
경주동궁원,귀엽게 잘 꾸며져 있었고 다양한 경 거리 도 많았습니다 초록 초록 하게 눈 즐거웠어용 ,긍정적
경주동궁원,사람 평일 에도 워낙 많아서 어두워지 기전 명당 자리 가야 합니다,부정적
경주동궁원,앵무 앵무 앵무 새 애기 이쁘고 활달해 요 버드 파크 좁쌀 이랑 해바라기씨 랑 원 어치 먹이 고 옴,긍정적
경주동궁원,기 대안 하고 갔는데 만족스러웠습니다,긍정적
경주동궁원,버드 파크 시간 반 코스 천원 이라 동궁 원 은 가볼만 함,긍정적
경주동궁원,버드 파크 동 구원 서로 별도 요금 받는게 이해 안되네요 통합 좋을듯,부정적
경주동궁원,식물 좋아하는 사람 참을 수 없어 가게 됐습니다 여름 가면 더 덥고 시원한 냉방 시설 없어 여름 가는 은 비 추천 드립니다 식물원 안 들어가면 천원 정도 주고 안내 책자 살 수 있는데 책자 사고 곳곳 있는 도장 다 찍으면 사은 품 줍니다 소소한 재미 이지 요 식물원 내부 넓고 관리 잘 되어있어 한여름 임 에도 불구 하고 벌레 물린 적은 없습니다 평소 볼 수 있는 식물 뿐 만 아니라 여러가지 식물 독특한 식물 있어 이나 혼자 구경 하기 좋습니다,긍정적
경주동궁원,내부 시설 너무 덥지만 특이한 식물 정말 많아서 좋았어요 음악분수 는 정해진 있어서 못 보실 수도 봄 가을 겨울 추천 합니다 여름 은 너무 힘들어요,긍정적
경주문무대왕릉,가슴속 시원해 지네 요 물고기 방생 도 하고 있네요,긍정적
